iter,tokens_seen,train_loss,val_loss,val_ppl,lr,tokens_per_sec,mfu,grad_norm,h_norm_mean,h_delta_mean,h_delta_min,attn_ent_mean,step_losses
2910,47693824,2.3742,,,0.000288,118023,4.08,0.0000,,,,,
2920,47857664,2.3317,,,0.000288,114925,3.99,0.0000,,,,,
2930,48021504,2.3850,,,0.000288,115520,3.92,0.0000,,,,,
2940,48185344,2.3911,,,0.000287,117939,3.85,0.0000,,,,,
2950,48349184,2.4080,,,0.000287,114869,3.78,0.0000,,,,,
2960,48513024,2.3744,,,0.000287,120500,3.74,0.0000,,,,,
2970,48676864,2.4027,,,0.000287,122384,3.71,0.0000,,,,,
2980,48840704,2.3338,,,0.000287,120008,3.67,0.0000,,,,,
2990,49004544,2.3878,,,0.000287,119010,3.63,0.0000,,,,,
3000,49152000,2.3736,2.3655,10.65,0.000287,,3.63,,,,,,
3000,49168384,2.3362,,,0.000287,1312,3.27,0.0000,,,,,
3000,49168384,,,,,,,,0.1902,1.37258,1.09795,2.9940,
3010,49332224,2.3527,,,0.000287,115061,3.27,0.0000,,,,,
3020,49496064,2.3831,,,0.000287,118151,3.27,0.0000,,,,,
3030,49659904,2.2769,,,0.000287,117682,3.27,0.0000,,,,,
3040,49823744,2.3321,,,0.000287,115191,3.26,0.0000,,,,,
3050,49987584,2.3259,,,0.000286,118386,3.26,0.0000,,,,,
3060,50151424,2.3146,,,0.000286,117588,3.26,0.0000,,,,,
3070,50315264,2.3048,,,0.000286,115551,3.26,0.0000,,,,,
3080,50479104,2.4348,,,0.000286,117687,3.26,0.0000,,,,,
3090,50642944,2.3133,,,0.000286,116790,3.26,0.0000,,,,,
3100,50806784,2.3855,,,0.000286,113819,3.25,0.0000,,,,,
3110,50970624,2.3297,,,0.000286,114286,3.24,0.0000,,,,,
3120,51134464,2.3782,,,0.000286,116818,3.24,0.0000,,,,,
3130,51298304,2.2410,,,0.000286,113810,3.23,0.0000,,,,,
3140,51462144,2.3618,,,0.000286,114017,3.23,0.0000,,,,,
3150,51625984,2.3116,,,0.000285,116782,3.23,0.0000,,,,,
3160,51789824,2.3383,,,0.000285,113669,3.22,0.0000,,,,,
3170,51953664,2.2691,,,0.000285,115740,3.22,0.0000,,,,,
3180,52117504,2.3928,,,0.000285,122390,3.24,0.0000,,,,,
3190,52281344,2.3711,,,0.000285,184823,3.43,0.0000,,,,,
3200,52445184,2.3466,,,0.000285,184112,3.60,0.0000,,,,,
3210,52609024,2.3790,,,0.000285,183784,3.75,0.0000,,,,,
3220,52772864,2.3355,,,0.000285,175250,3.86,0.0000,,,,,
3230,52936704,2.4240,,,0.000285,176709,3.96,0.0000,,,,,
3240,53100544,2.3273,,,0.000285,176114,4.06,0.0000,,,,,
3250,53264384,2.3460,,,0.000284,172316,4.13,0.0000,,,,,
3260,53428224,2.3706,,,0.000284,171925,4.19,0.0000,,,,,
3270,53592064,2.2809,,,0.000284,172156,4.25,0.0000,,,,,
3280,53755904,2.2858,,,0.000284,172240,4.31,0.0000,,,,,
3290,53919744,2.3269,,,0.000284,171986,4.35,0.0000,,,,,
3300,54083584,2.3304,,,0.000284,172302,4.40,0.0000,,,,,
3310,54247424,2.3827,,,0.000284,174316,4.44,0.0000,,,,,
3320,54411264,2.4201,,,0.000284,174553,4.48,0.0000,,,,,
3330,54575104,2.3729,,,0.000284,178761,4.53,0.0000,,,,,
3340,54738944,2.2924,,,0.000284,178571,4.57,0.0000,,,,,
3350,54902784,2.3648,,,0.000283,174925,4.60,0.0000,,,,,
3360,55066624,2.3293,,,0.000283,174552,4.63,0.0000,,,,,
3370,55230464,2.3163,,,0.000283,174601,4.65,0.0000,,,,,
3380,55394304,2.3032,,,0.000283,174664,4.67,0.0000,,,,,
3390,55558144,2.2898,,,0.000283,174887,4.69,0.0000,,,,,
3400,55721984,2.2596,,,0.000283,175417,4.71,0.0000,,,,,
3410,55885824,2.3704,,,0.000283,175080,4.72,0.0000,,,,,
3420,56049664,2.2556,,,0.000283,175076,4.73,0.0000,,,,,
3430,56213504,2.3972,,,0.000283,178820,4.76,0.0000,,,,,
3440,56377344,2.3466,,,0.000283,179074,4.78,0.0000,,,,,
